boosts,damageDealt,heals,killStreaks,longestKill,rideDistance,walkDistance,weaponsAcquired
2,140.0,1,1,40.38,0.0,2599.0,5
0,38.81,0,0,0.0,0.0,54.79,1
3,0.0,0,0,0.0,351.0,2005.0,3
0,0.0,0,0,0.0,0.01,2006.0,1
0,164.7,0,1,39.75,2686.0,830.4,6
0,0.0,0,0,0.0,0.0,107.6,1
3,111.6,7,1,5.15,0.0,1516.0,6
0,131.5,0,1,12.62,0.0,812.3,3
0,0.0,0,0,0.0,0.0,0.0,0
3,197.0,0,1,51.49,0.0,2012.0,7
0,0.0,1,0,0.0,0.0,66.56,2
5,342.2,3,1,27.8,2255.0,2252.0,5
0,0.0,0,0,0.0,0.0,40.59,1
0,100.0,0,1,195.7,0.0,5110.0,5
0,100.0,0,1,1.1,0.0,32.52,1
0,0.0,0,0,0.0,0.0,701.7,7
3,147.4,1,0,0.0,721.8,1877.0,3
2,0.0,7,0,0.0,12440.0,1757.0,4
0,36.85,0,0,0.0,0.0,14.95,1
0,297.0,0,0,0.0,0.0,0.0,2
2,353.3,4,1,20.58,5074.0,1661.0,9
0,71.4,0,0,0.0,0.0,70.65,4
0,396.0,0,0,0.0,0.0,0.0,1
2,149.6,2,0,0.0,4883.0,2706.0,2
0,0.0,0,0,0.0,0.0,1733.0,7
0,145.2,0,1,14.11,0.0,1976.0,5
0,0.0,0,0,0.0,0.0,951.6,17
3,152.2,0,1,0.0,1324.0,2682.0,5
0,100.0,0,1,1.31,0.0,84.48,2
1,96.0,0,1,5.99,0.0,312.3,3
7,228.3,1,1,48.29,2467.0,3899.0,13
0,46.41,0,0,0.0,2624.0,968.7,5
0,0.0,0,0,0.0,0.0,0.0,7
1,180.6,0,1,1.24,0.0,675.0,3
0,93.79,0,1,55.65,0.0,1033.0,4
0,0.0,0,0,0.0,0.0,50.26,1
2,99.0,0,0,0.0,1367.0,14.96,4
7,578.4,2,1,35.91,0.0,4256.0,4
0,0.0,0,0,0.0,0.0,455.4,4
0,100.0,0,1,4.82,0.0,69.3,3
2,182.6,1,1,13.39,0.0,493.0,2
1,127.8,0,0,0.0,0.0,1954.0,5
0,0.0,0,0,0.0,0.0,57.03,1
0,0.0,0,0,0.0,0.0,0.0,1
0,62.04,0,0,0.0,0.0,204.2,4
0,266.7,4,1,68.5,2088.0,1154.0,6
0,0.0,5,0,0.0,4758.0,942.5,4
0,0.0,0,0,0.0,0.0,1501.0,6
2,0.17,0,0,0.0,5197.0,717.0,5
0,0.0,0,0,0.0,0.0,72.67,2
6,120.5,14,1,36.8,1563.0,1509.0,5
0,0.0,0,0,0.0,0.0,0.0,6
0,110.9,1,0,0.0,0.0,945.2,1
1,0.0,0,0,0.0,2755.0,366.3,6
0,0.0,1,0,0.0,0.0,248.4,2
0,49.86,0,0,0.0,0.0,1637.0,5
0,100.0,0,1,41.83,0.0,707.7,4
0,0.0,0,0,0.0,0.0,90.54,2
0,0.0,0,0,0.0,0.0,107.8,3
0,80.04,2,0,0.0,4958.0,2082.0,1
3,200.0,2,1,17.75,0.0,2279.0,3
0,183.7,0,1,12.31,0.0,85.9,1
0,135.4,0,0,0.0,0.0,162.7,2
0,116.4,0,1,97.04,3173.0,694.4,7
0,0.0,0,0,0.0,0.0,6.2,1
1,42.63,1,0,0.0,7803.0,2300.0,3
0,60.2,0,0,0.0,0.0,111.7,2
2,0.0,1,0,0.0,5540.0,4323.0,4
8,648.1,2,1,74.87,3846.0,1480.0,4
7,111.3,3,1,4.36,3095.0,3352.0,4
0,470.1,0,0,0.0,0.0,0.0,4
0,0.0,0,0,0.0,0.0,25.59,1
2,347.0,4,1,49.78,0.0,874.1,7
3,0.0,12,0,0.0,270.9,2435.0,2
1,94.0,0,1,124.6,964.2,898.8,7
1,200.0,1,1,7.97,0.0,327.0,2
2,0.0,0,0,0.0,0.0,398.3,3
0,0.0,0,0,0.0,1047.0,406.2,5
0,12.58,0,0,0.0,0.0,45.35,1
1,226.6,1,1,38.56,0.0,1668.0,9
2,188.2,0,1,4.22,0.0,3101.0,4
0,200.0,0,1,18.09,0.0,1421.0,7
2,332.9,1,1,80.39,4843.0,2151.0,9
0,0.0,0,0,0.0,0.0,741.7,3
1,137.1,4,1,168.4,2096.0,1886.0,4
2,45.28,2,1,4.93,4759.0,1971.0,5
0,170.2,0,1,32.69,0.0,51.48,2
0,58.28,0,0,0.0,0.0,120.5,2
1,230.1,1,1,4.64,0.0,124.1,4
0,0.0,0,0,0.0,0.0,46.47,0
0,71.32,0,0,0.0,0.0,77.97,1
0,0.0,0,0,0.0,0.0,113.3,0
1,255.0,0,1,30.02,0.0,794.9,4
0,337.6,0,0,0.0,0.0,0.0,5
0,59.14,0,0,0.0,0.0,365.7,3
4,100.0,4,1,12.72,0.0,2262.0,7
0,0.0,0,0,0.0,0.0,141.7,0
0,27.3,0,0,0.0,0.0,50.21,3
1,0.0,1,0,0.0,0.0,188.8,2
3,100.0,2,1,33.13,0.0,2221.0,4
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,17.76,1
0,100.0,0,1,69.56,0.0,1429.0,6
0,37.73,0,0,0.0,0.0,40.26,2
0,123.2,0,1,206.3,0.0,957.1,5
0,22.32,0,0,0.0,2901.0,582.5,2
0,30.06,0,0,0.0,0.0,932.0,2
0,0.0,0,0,0.0,0.0,514.3,5
0,0.0,0,0,0.0,1592.0,864.3,3
0,188.3,0,1,2.46,0.0,114.2,5
0,0.0,0,0,0.0,0.0,0.0,0
0,64.06,1,0,0.0,0.0,871.1,4
0,0.0,0,0,0.0,0.0,299.2,2
4,477.0,23,1,116.9,6339.0,2016.0,7
1,92.76,0,0,0.0,0.0,381.2,5
0,100.0,0,1,11.26,0.0,825.6,7
0,0.0,0,0,0.0,1432.0,801.2,2
0,183.1,0,1,46.8,0.0,2392.0,3
0,55.86,0,0,0.0,0.0,36.53,2
0,0.0,0,0,0.0,0.0,0.0,1
0,113.4,0,1,65.38,3892.0,622.1,2
4,499.0,2,1,29.04,286.2,3128.0,2
0,121.5,0,0,0.0,0.0,248.3,1
0,0.0,0,0,0.0,0.0,13.92,1
0,153.9,0,1,24.51,0.0,131.1,1
0,0.0,0,0,0.0,0.0,0.0,2
0,0.0,0,0,0.0,0.0,20.9,2
0,99.0,0,0,0.0,0.0,0.0,2
2,295.8,0,1,2.76,2292.0,995.9,6
0,100.0,2,1,4.85,1257.0,324.3,3
0,100.0,0,1,3.47,0.0,1599.0,3
0,0.0,0,0,0.0,0.0,44.17,1
0,0.0,0,0,0.0,0.0,75.91,1
3,0.0,0,0,0.0,635.4,1491.0,3
0,26.28,0,0,0.0,0.0,5.87,0
0,201.6,0,0,0.0,0.0,0.0,3
4,0.0,4,0,0.0,0.0,1243.0,2
3,94.27,0,1,13.52,0.0,239.9,2
0,57.41,0,0,0.0,0.0,74.03,2
0,0.0,0,0,0.0,0.0,23.43,1
0,0.0,0,0,0.0,195.1,304.7,3
0,0.0,0,0,0.0,444.8,1773.0,9
0,0.0,0,0,0.0,0.0,92.39,2
0,19.79,0,0,0.0,0.0,2508.0,4
0,0.0,0,0,0.0,0.0,166.3,3
0,26.45,0,0,0.0,0.0,192.3,3
0,125.8,0,1,31.86,0.0,468.0,5
0,79.04,0,0,0.0,0.0,801.0,3
0,0.0,0,0,0.0,0.0,17.13,0
1,98.96,2,1,45.73,463.2,748.2,5
0,0.0,0,0,0.0,0.0,0.0,0
1,499.5,5,1,16.4,0.0,402.3,5
2,137.6,0,1,13.51,0.0,2058.0,7
0,0.0,0,0,0.0,0.0,172.1,1
2,295.5,2,1,55.17,0.0,1871.0,5
0,54.2,0,0,0.0,0.0,1540.0,5
2,10.25,0,1,8.98,5485.0,1611.0,7
0,36.0,0,0,0.0,0.0,0.0,1
3,251.7,0,1,12.85,6989.0,836.3,2
0,0.0,0,0,0.0,2818.0,1919.0,4
0,0.0,0,0,0.0,0.0,1.72,1
0,0.0,0,0,0.0,0.0,27.87,1
0,20.81,0,0,0.0,336.1,1183.0,3
0,100.0,0,1,93.9,0.0,650.2,4
6,442.8,5,1,87.52,0.0,2529.0,9
0,172.0,0,0,0.0,0.0,899.0,4
1,0.0,0,0,0.0,0.0,992.5,7
0,0.0,0,0,0.0,0.0,179.5,0
1,124.8,0,1,9.43,1537.0,1198.0,9
0,132.3,0,1,14.71,0.0,187.2,4
0,0.0,0,0,0.0,324.3,1970.0,5
3,94.0,0,1,49.38,0.0,2241.0,5
0,400.0,1,1,64.5,11790.0,2006.0,9
2,128.4,0,1,5.71,0.0,898.6,4
0,0.0,0,0,0.0,0.0,146.5,1
0,0.0,0,0,0.0,0.0,0.0,0
2,0.0,1,0,0.0,6983.0,792.9,2
0,0.0,0,0,0.0,0.0,91.64,0
0,0.0,0,0,0.0,0.0,557.5,3
0,47.73,0,0,0.0,0.0,577.9,4
0,199.4,0,0,0.0,0.0,0.0,9
6,440.8,0,1,81.0,0.0,2236.0,7
0,41.91,0,0,0.0,0.0,74.74,2
1,104.8,2,1,3.0,0.0,1481.0,4
0,26.46,0,0,0.0,0.0,667.9,4
3,729.0,4,1,96.07,6432.0,2412.0,6
5,100.6,1,1,13.06,0.0,3844.0,8
0,0.0,0,0,0.0,0.0,38.92,0
3,178.4,1,1,1.78,490.5,3132.0,2
0,0.0,0,0,0.0,0.0,70.46,1
1,233.1,5,1,32.49,0.0,291.6,3
0,0.0,0,0,0.0,0.0,108.4,2
0,198.0,0,0,0.0,0.0,0.0,4
0,283.0,0,1,76.15,2526.0,2407.0,3
2,100.0,0,1,347.9,0.0,844.7,4
5,100.0,2,1,3.95,2246.0,2880.0,4
0,100.0,0,1,0.0,0.0,7.97,0
1,0.0,0,0,0.0,1388.0,867.4,3
1,582.6,1,1,160.5,844.4,1927.0,7
0,26.27,0,0,0.0,581.0,1574.0,5
5,239.5,5,1,26.11,2397.0,2247.0,3
0,132.6,0,1,19.2,3044.0,1448.0,2
0,0.0,0,0,0.0,0.0,463.8,2
0,0.0,0,0,0.0,0.0,0.0,1
0,0.0,0,0,0.0,0.0,323.6,4
0,91.0,0,1,12.41,0.0,106.0,2
6,160.1,1,1,128.4,0.0,1395.0,8
3,44.24,8,0,0.0,1448.0,2309.0,5
3,98.62,1,1,138.0,0.0,2226.0,5
1,6.62,1,0,0.0,3735.0,836.7,10
1,182.9,2,1,16.44,0.0,1393.0,7
5,389.1,5,1,27.96,1076.0,2975.0,5
0,0.0,0,0,0.0,0.0,302.8,2
4,254.3,7,1,23.86,2180.0,3065.0,9
1,204.4,3,1,60.91,0.0,2689.0,6
0,0.0,0,0,0.0,0.0,0.0,17
0,42.26,0,0,0.0,0.0,55.41,1
0,0.0,0,0,0.0,0.0,0.0,0
0,83.2,2,0,0.0,0.0,897.6,5
9,323.8,2,1,49.26,3255.0,2054.0,10
6,0.0,23,0,0.0,2087.0,2616.0,5
7,187.8,7,1,4.93,0.0,2799.0,2
0,58.48,0,0,0.0,0.0,79.25,1
1,100.0,0,1,6.49,833.5,1131.0,6
0,111.2,3,1,10.8,0.0,540.7,3
0,160.8,0,0,0.0,0.0,0.0,4
1,0.0,6,0,0.0,0.0,1496.0,3
1,100.0,0,1,8.78,0.0,85.28,2
0,70.31,0,0,0.0,0.0,89.23,1
0,0.0,0,0,0.0,0.0,181.0,0
0,100.0,0,1,1.75,0.0,291.1,4
0,0.0,0,0,0.0,0.0,185.7,3
0,100.0,0,1,9.7,0.0,87.24,3
5,349.5,1,1,87.17,974.7,2722.0,5
0,33.39,0,0,0.0,0.0,105.7,1
6,100.0,1,1,9.66,0.0,1649.0,6
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,866.1,913.5,7
0,21.15,0,0,0.0,0.0,310.1,4
0,0.0,0,0,0.0,0.0,542.0,2
0,0.0,0,0,0.0,0.0,135.5,4
1,7.08,0,0,0.0,0.0,0.0,14
0,0.0,0,0,0.0,2657.0,1089.0,4
7,100.0,3,1,35.47,934.7,2406.0,5
2,26.26,6,0,0.0,0.0,2088.0,4
1,180.8,0,1,21.57,0.0,1051.0,1
1,105.0,1,1,16.94,0.0,2004.0,6
0,0.0,0,0,0.0,0.0,7.29,1
0,0.0,0,0,0.0,0.0,31.23,0
3,287.0,11,1,27.67,4346.0,959.0,2
0,0.0,0,0,0.0,0.0,139.5,4
0,100.0,0,1,38.37,2567.0,1561.0,5
4,397.7,3,1,100.8,118.4,2008.0,3
0,2.2,0,0,0.0,3281.0,1319.0,4
2,256.7,5,1,4.9,1210.0,1801.0,9
0,19.35,0,0,0.0,0.0,54.22,1
0,79.32,0,0,0.0,0.0,781.9,6
0,32.59,1,0,0.0,632.4,1312.0,3
5,465.1,4,1,206.6,1408.0,3008.0,7
0,0.0,0,0,0.0,0.0,570.5,3
7,752.0,6,1,74.32,0.0,2315.0,5
1,223.6,1,1,103.1,1779.0,1449.0,6
1,0.0,0,0,0.0,2482.0,625.9,5
0,0.0,0,0,0.0,0.0,522.8,4
0,0.0,0,0,0.0,0.0,23.88,1
1,0.0,0,0,0.0,6579.0,901.7,3
0,47.0,0,0,0.0,0.0,387.9,5
0,0.0,0,0,0.0,0.0,281.6,3
3,0.0,0,0,0.0,2648.0,2288.0,4
0,257.0,1,0,0.0,430.7,1327.0,2
0,100.0,0,1,3.1,0.0,2193.0,4
0,53.32,0,0,0.0,0.0,26.3,1
0,98.49,0,0,0.0,0.0,325.3,3
0,27.3,0,0,0.0,487.8,97.41,2
0,0.0,0,0,0.0,0.0,242.0,1
4,154.2,2,1,17.77,0.01,4195.0,11
0,0.0,0,0,0.0,0.0,359.2,3
0,0.0,0,0,0.0,0.0,0.0,0
3,231.9,3,1,128.0,7261.0,2681.0,4
0,0.0,0,0,0.0,0.0,1032.0,6
5,100.3,1,1,3.6,956.3,1728.0,5
0,82.63,0,1,23.35,0.0,90.96,2
1,336.0,1,1,51.58,0.0,1854.0,3
0,0.0,0,0,0.0,0.0,21.48,0
3,25.65,0,0,0.0,0.0,1578.0,8
4,261.3,0,1,12.95,0.0,1717.0,8
0,0.0,0,0,0.0,0.0,81.38,2
4,0.0,1,0,0.0,0.0,2501.0,4
1,105.0,1,1,17.24,645.2,1119.0,9
0,0.0,0,0,0.0,0.0,79.75,1
2,0.0,0,0,0.0,6803.0,857.4,3
1,0.0,2,0,0.0,0.0,3451.0,5
1,386.7,1,1,25.17,0.0,1680.0,7
1,64.4,0,0,0.0,296.4,972.3,3
4,102.0,6,1,3.01,0.0,2120.0,2
0,0.0,0,0,0.0,0.0,9.22,1
0,0.0,0,0,0.0,4.59,172.8,3
0,112.9,0,0,0.0,0.0,87.42,2
0,100.0,0,1,3.46,1767.0,891.2,2
0,37.58,2,0,0.0,1123.0,2065.0,7
0,0.0,0,0,0.0,5320.0,558.6,4
1,0.0,0,0,0.0,0.0,163.3,2
0,0.0,0,0,0.0,0.0,24.02,2
1,165.1,2,1,54.88,0.0,1562.0,9
1,48.0,1,0,0.0,0.0,644.0,5
0,0.0,0,0,0.0,0.0,208.6,2
1,100.0,1,1,76.01,777.8,664.7,2
1,100.0,1,1,6.63,0.0,242.1,7
6,279.5,6,1,93.46,0.0,2693.0,3
0,0.0,0,0,0.0,0.0,0.0,3
2,203.0,4,1,82.78,0.0,1079.0,3
2,128.4,4,1,24.73,0.0,2219.0,4
0,77.22,0,0,0.0,0.0,171.5,1
0,0.0,0,0,0.0,0.0,390.8,7
1,100.0,1,1,9.68,0.0,989.3,3
1,0.0,0,0,0.0,380.0,545.2,7
0,0.0,0,0,0.0,0.0,1276.0,5
0,0.0,0,0,0.0,0.0,0.0,3
7,1425.0,3,2,142.1,0.0,2980.0,10
5,175.4,2,1,77.23,0.0,2016.0,3
2,11.13,2,0,0.0,1295.0,3385.0,8
1,200.0,2,1,3.9,0.0,581.4,5
0,100.0,0,1,15.24,0.0,2176.0,7
0,0.0,0,0,0.0,0.0,28.8,2
0,0.0,0,0,0.0,0.0,31.07,2
2,75.0,1,1,31.51,2897.0,1771.0,8
0,0.0,0,0,0.0,0.0,173.4,5
0,6.48,0,0,0.0,0.0,16.01,0
0,0.0,0,0,0.0,0.0,16.31,1
0,100.0,0,1,2.61,0.0,19.24,2
1,119.9,0,1,232.7,0.0,1379.0,10
0,100.0,0,1,32.22,0.0,214.3,4
2,20.86,0,0,0.0,0.0,775.4,9
0,0.0,0,0,0.0,0.0,15.76,1
2,100.0,0,1,33.97,918.6,472.3,4
1,501.4,1,1,205.6,345.8,812.1,4
0,0.0,0,0,0.0,0.0,17.57,1
3,100.0,2,1,4.22,7260.0,1386.0,10
0,0.0,0,0,0.0,0.0,70.88,1
0,200.0,0,1,26.36,0.0,1439.0,6
0,0.0,0,0,0.0,0.0,28.77,1
0,31.65,0,0,0.0,5731.0,1391.0,6
3,171.0,1,1,24.02,0.0,2218.0,2
0,66.18,0,0,0.0,0.0,11.27,1
1,0.0,0,0,0.0,718.0,2471.0,6
0,187.5,0,0,0.0,0.0,0.0,5
0,70.8,0,0,0.0,0.0,190.3,4
1,100.0,3,1,4.66,6811.0,923.2,3
0,0.0,0,0,0.0,0.0,184.6,1
0,307.1,2,1,19.78,0.0,2228.0,4
2,73.19,0,0,0.0,0.0,214.5,3
5,707.7,2,1,73.95,741.1,3352.0,6
6,395.1,4,1,89.07,1845.0,3216.0,10
3,144.5,2,1,6.21,0.0,2927.0,6
1,45.57,0,0,0.0,0.0,148.6,3
0,100.0,0,1,4.9,0.0,296.7,2
0,0.0,0,0,0.0,0.0,0.0,0
1,0.0,0,0,0.0,0.0,2108.0,6
0,0.0,0,0,0.0,0.0,403.4,2
2,0.0,0,0,0.0,0.0,1066.0,4
1,0.0,1,0,0.0,1919.0,896.9,5
0,0.0,0,0,0.0,0.0,48.53,1
6,170.5,6,1,81.71,5635.0,1639.0,9
0,0.0,0,0,0.0,0.0,0.0,1
0,49.02,0,0,0.0,0.0,156.3,6
0,38.7,0,0,0.0,0.0,498.9,2
0,0.0,0,0,0.0,0.0,267.1,6
0,54.2,1,1,24.5,0.0,157.0,4
6,422.1,4,1,126.6,0.0,4983.0,9
0,0.0,0,0,0.0,2230.0,1096.0,4
0,0.0,0,0,0.0,2325.0,847.3,8
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,80.72,2
0,75.0,0,1,4.38,0.0,57.59,3
0,118.5,0,1,7.14,0.0,115.6,3
0,48.96,0,0,0.0,0.0,456.6,3
1,327.9,1,2,82.93,0.0,187.7,1
0,0.0,0,0,0.0,0.0,157.7,0
0,0.0,0,0,0.0,1559.0,1988.0,4
0,40.82,0,0,0.0,0.0,0.0,1
0,103.0,0,1,1.49,0.0,1001.0,7
1,100.0,0,1,6.12,0.0,1530.0,2
0,0.0,0,0,0.0,5517.0,932.3,2
1,195.9,1,1,75.68,0.0,1520.0,8
0,0.0,0,0,0.0,0.0,0.0,0
3,61.0,2,1,44.7,3264.0,1226.0,4
6,140.6,0,1,40.16,2106.0,2463.0,4
1,227.1,1,0,0.0,0.02,4409.0,9
6,36.73,3,0,0.0,0.0,2969.0,5
2,36.4,0,0,0.0,0.0,1117.0,3
0,47.02,0,0,0.0,0.0,327.4,2
0,0.0,0,0,0.0,0.0,108.9,2
0,200.0,0,1,31.76,0.0,2150.0,4
7,102.8,6,1,118.3,3519.0,3138.0,6
0,99.64,0,0,0.0,0.0,23.98,0
0,0.0,0,0,0.0,2274.0,567.2,4
0,0.0,0,0,0.0,0.0,701.9,4
6,210.9,2,1,12.3,3829.0,2936.0,8
0,0.0,0,0,0.0,0.0,0.0,3
1,174.1,0,1,185.3,3275.0,3002.0,3
1,100.0,0,1,19.96,1546.0,500.4,3
3,202.0,3,1,50.07,555.3,1108.0,8
0,65.53,0,1,4.83,0.0,10.35,1
3,212.9,2,0,0.0,0.0,3322.0,5
0,0.0,0,0,0.0,0.0,106.3,1
0,0.0,0,0,0.0,664.3,956.5,7
0,0.0,3,0,0.0,0.0,261.8,4
0,0.0,1,0,0.0,0.0,0.0,0
3,268.9,2,1,10.8,23.75,560.9,3
1,145.4,1,1,90.88,0.0,916.6,3
1,200.0,3,1,3.42,0.0,469.8,8
0,183.7,0,0,0.0,0.0,0.0,4
7,495.1,3,2,17.43,0.0,3406.0,5
0,0.0,0,0,0.0,0.0,354.8,4
0,0.0,0,0,0.0,0.0,16.12,1
0,0.0,0,0,0.0,0.0,15.85,1
5,100.0,0,1,19.51,2040.0,3447.0,7
0,58.06,0,1,2.16,0.0,306.4,2
0,47.15,0,0,0.0,5420.0,527.4,5
6,387.4,3,1,131.3,689.8,1047.0,3
3,441.0,3,1,29.67,2781.0,829.9,9
0,100.0,0,1,12.83,0.0,125.4,2
1,203.7,1,1,3.38,0.0,2352.0,4
0,76.29,0,0,0.0,0.0,0.0,2
3,0.0,0,0,0.0,5102.0,2135.0,6
1,0.0,0,0,0.0,0.0,94.85,3
6,754.3,7,1,110.7,4523.0,2640.0,7
3,100.0,5,1,5.14,0.0,1347.0,5
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,155.6,1
3,0.0,19,0,0.0,772.7,1266.0,4
0,0.0,0,0,0.0,0.0,3615.0,6
0,50.5,0,0,0.0,0.0,543.2,3
2,92.64,1,0,0.0,1557.0,2563.0,7
0,100.0,0,1,7.07,1972.0,395.5,3
2,299.3,4,1,7.85,0.0,2744.0,6
0,0.0,0,0,0.0,0.0,429.1,1
0,174.0,0,0,0.0,0.0,191.2,2
1,0.0,2,0,0.0,0.0,1484.0,5
1,153.1,4,1,0.75,0.0,67.78,2
0,0.0,0,0,0.0,0.0,1001.0,6
0,29.4,0,0,0.0,0.0,982.7,4
0,64.68,0,0,0.0,2215.0,509.0,5
1,0.0,0,0,0.0,0.0,146.6,1
1,100.0,0,1,44.93,0.0,396.4,5
2,0.0,1,0,0.0,5395.0,1439.0,5
0,37.44,0,0,0.0,0.0,10.86,0
0,26.22,0,0,0.0,0.0,557.8,5
0,0.0,0,0,0.0,365.8,588.8,7
0,25.8,0,0,0.0,0.0,121.9,3
0,170.0,0,1,20.36,0.0,236.1,2
0,0.0,0,0,0.0,0.0,39.23,0
5,399.3,1,1,433.7,0.0,4113.0,5
0,200.0,0,1,17.85,0.0,135.2,3
0,0.0,0,0,0.0,0.0,122.5,2
4,358.2,5,1,95.41,928.6,2596.0,5
0,100.0,0,1,2.03,0.0,289.6,8
0,0.0,0,0,0.0,0.0,23.7,0
0,0.0,1,0,0.0,0.0,880.8,3
2,137.8,0,1,66.38,0.0,1047.0,15
1,25.08,0,0,0.0,0.0,1300.0,4
0,261.0,0,0,0.0,0.0,0.0,2
2,100.0,1,1,2.37,0.0,588.9,3
0,0.0,0,0,0.0,0.0,0.0,0
6,0.0,1,0,0.0,0.0,4320.0,4
0,164.5,5,1,49.15,0.0,1520.0,3
0,109.2,0,1,88.3,2222.0,1692.0,6
1,110.0,2,1,79.57,0.0,404.7,4
2,327.6,3,1,30.92,5237.0,629.0,5
0,100.0,0,1,4.76,0.0,17.2,1
0,0.0,0,0,0.0,0.0,270.5,3
0,0.0,0,0,0.0,0.0,17.74,1
0,0.0,0,0,0.0,0.0,0.0,0
0,0.0,0,0,0.0,0.0,308.9,2
7,314.0,1,1,273.3,3533.0,1782.0,5
0,100.0,0,1,22.01,0.0,84.46,2
0,0.0,0,0,0.0,0.0,43.62,0
3,24.48,6,0,0.0,1010.0,2524.0,5
0,195.2,0,1,84.29,201.5,309.5,3
1,0.0,1,0,0.0,0.0,208.1,2
0,0.0,0,0,0.0,0.0,170.6,2
0,59.78,7,0,0.0,0.0,1048.0,2
1,115.4,0,1,174.0,819.2,2489.0,4
0,134.4,0,0,0.0,0.0,0.0,10
0,100.0,0,1,4.57,0.0,54.25,1
0,0.0,0,0,0.0,0.0,31.35,1
0,309.2,0,0,0.0,0.0,0.0,3
0,67.05,0,0,0.0,0.0,213.5,3
0,299.8,0,1,0.0,0.0,2923.0,4
1,96.29,1,1,11.62,0.0,429.1,2
0,46.8,0,0,0.0,0.0,591.8,3
0,100.0,0,1,48.85,0.0,1472.0,7
0,0.0,0,0,0.0,0.0,0.0,1
2,99.24,0,0,0.0,0.0,1052.0,5
7,272.3,3,1,3.4,3246.0,3685.0,5
0,192.0,0,1,9.24,0.0,193.9,2
0,34.3,0,0,0.0,0.0,1140.0,7
0,0.0,0,0,0.0,0.0,0.0,0
2,36.57,10,0,0.0,0.0,759.0,6
1,100.0,0,1,20.21,0.0,1625.0,9
0,0.0,0,0,0.0,0.0,82.98,2
4,100.0,2,1,50.8,0.0,969.1,6
0,40.68,0,0,0.0,0.0,31.04,2
0,296.2,0,0,0.0,0.0,641.2,1
0,0.0,0,0,0.0,0.0,228.9,4
2,310.1,1,1,19.19,1300.0,813.6,3
4,193.2,0,1,94.65,3414.0,2215.0,6
0,0.0,0,0,0.0,0.0,43.08,0
0,113.4,0,0,0.0,0.0,160.6,3
3,0.0,4,0,0.0,0.0,1037.0,4
0,0.0,0,0,0.0,0.0,46.02,2
0,226.4,0,2,3.84,0.0,240.4,4
4,204.1,0,1,57.6,0.0,1588.0,4
0,0.0,0,0,0.0,0.0,0.0,1
1,0.0,0,0,0.0,0.0,1917.0,6
0,0.0,0,0,0.0,0.0,67.28,2
1,0.0,0,0,0.0,0.0,291.8,8
1,99.52,0,1,1.78,3359.0,1264.0,13
0,100.0,0,0,0.0,237.2,359.1,7
0,0.0,2,0,0.0,945.8,1606.0,4
3,389.3,0,1,24.66,0.0,1427.0,5
0,0.0,0,0,0.0,0.0,40.6,3
0,0.0,0,0,0.0,0.0,1020.0,2
0,0.0,2,0,0.0,0.0,1244.0,7
0,0.0,0,0,0.0,0.0,557.6,4
0,0.0,0,0,0.0,61.5,472.3,3
0,80.0,0,1,7.33,0.0,1416.0,6
1,257.4,2,1,197.2,0.0,2151.0,7
5,481.1,1,1,31.55,0.0,1510.0,5
0,23.22,0,0,0.0,0.0,200.4,2
0,0.0,0,0,0.0,0.0,22.83,1
0,0.0,0,0,0.0,0.0,2117.0,5
0,83.88,0,0,0.0,0.0,17.57,2
0,0.0,0,0,0.0,0.0,864.6,6
6,205.4,2,1,135.8,5456.0,1849.0,3
0,0.0,0,0,0.0,0.0,1220.0,4
1,34.6,0,0,0.0,2253.0,2096.0,4
1,300.0,0,1,54.18,0.0,512.7,3
0,100.0,0,1,1.7,0.0,3770.0,6
2,78.96,0,0,0.0,0.0,220.7,2
5,185.5,1,1,20.21,2948.0,2265.0,13
2,303.7,1,1,54.33,1722.0,585.8,3
0,409.6,0,0,0.0,0.0,0.0,1
0,0.0,0,0,0.0,0.0,0.0,0
0,24.22,0,0,0.0,0.0,0.0,4
0,0.0,0,0,0.0,0.0,19.8,1
1,100.0,0,1,6.97,0.0,82.39,3
7,175.3,0,1,23.23,5646.0,1326.0,9
3,45.15,0,0,0.0,0.0,1354.0,4
0,57.9,0,0,0.0,5017.0,2164.0,5
0,404.4,0,1,261.9,0.0,730.4,3
0,310.0,0,1,43.01,332.1,1771.0,2
2,130.5,1,1,3.56,0.0,1700.0,3
1,300.0,1,1,28.75,0.01,2428.0,5
2,49.5,0,0,0.0,0.0,253.8,2
0,200.0,5,1,102.8,0.0,1474.0,6
0,34.3,0,0,0.0,0.0,788.3,4
0,47.3,0,0,0.0,0.0,128.8,2
6,145.0,1,1,3.61,4124.0,1768.0,5
0,17.55,0,0,0.0,0.0,1892.0,2
0,64.0,0,0,0.0,0.0,106.8,1
0,0.0,0,0,0.0,0.0,25.55,2
0,0.0,0,0,0.0,0.0,98.27,2
0,0.0,0,0,0.0,0.0,45.43,1
0,242.5,0,1,23.31,0.0,531.8,3
2,1.65,1,0,0.0,3528.0,1217.0,5
2,181.3,1,1,11.15,1347.0,1780.0,6
3,388.3,0,3,29.86,3334.0,3613.0,8
